,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
2766,3,1,5,3,5,2,5,3,4,3,1,5,4,5,2,2.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,1.0,5.0,2.0,4.0,2.0,5.0,3.0,4.0,4.0
2767,1,1,3,4,4,2,3,5,1,2,4,2,5,1,5,4.0,3.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,5.0,4.0,0.0,2.0,5.0,2.0,4.0,3.0,5.0,4.0
2768,4,2,5,3,5,2,5,3,5,2,5,3,4,3,3,3.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,5.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0
2769,2,3,3,4,1,3,2,5,3,3,2,4,3,3,2,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,5.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0
2770,3,2,3,2,3,2,3,4,4,4,2,4,4,3,2,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0
2771,3,2,2,1,5,2,4,3,5,2,4,3,5,2,1,3.0,2.0,2.0,3.0,4.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0
2772,3,2,4,2,4,2,4,3,4,2,3,3,4,4,1,2.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0
2773,3,4,3,4,4,2,3,5,2,3,2,4,3,2,2,2.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0
2774,2,3,1,3,3,1,1,4,2,2,3,2,5,2,2,3.0,3.0,2.0,3.0,3.0,1.0,5.0,2.0,5.0,1.0,3.0,1.0,5.0,5.0,1.0,3.0,5.0,5.0,2.0,1.0,5.0,3.0,1.0,1.0,4.0,3.0,2.0,5.0,3.0,4.0,1.0,3.0,1.0,4.0,5.0
2775,2,3,3,2,2,3,1,4,2,5,3,4,3,1,2,5.0,4.0,5.0,3.0,1.0,4.0,3.0,2.0,5.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,5.0,5.0
2776,4,3,3,1,5,2,5,2,5,1,1,2,2,1,3,3.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,3.0,4.0,5.0,2.0,3.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,2.0,5.0,5.0
2777,4,1,4,2,5,2,5,2,5,3,2,4,2,1,2,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0
2778,2,4,3,3,2,3,2,3,2,5,3,4,4,1,3,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0
2779,2,4,4,2,4,2,3,1,5,3,4,3,3,2,2,2.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,1.0,5.0,5.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,5.0,5.0,5.0
2780,1,2,1,4,1,1,1,3,3,5,4,2,5,1,5,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,3.0,5.0,3.0,5.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,3.0,5.0,1.0,4.0,5.0,5.0,4.0,2.0,1.0,2.0
2781,2,2,5,4,2,4,3,4,2,5,5,3,5,3,4,2.0,3.0,1.0,4.0,2.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0,5.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,1.0,5.0
2782,2,1,3,2,4,2,3,3,2,4,4,3,5,1,3,4.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,2.0,3.0,1.0,4.0,5.0,4.0,4.0
2783,5,1,5,1,5,1,3,4,5,5,3,3,5,5,1,2.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,4.0,5.0,0.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,5.0,1.0,3.0,1.0,4.0,4.0,5.0,5.0
2784,3,1,5,1,5,1,5,2,5,1,2,5,3,3,1,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,5.0,5.0,3.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,1.0,5.0,1.0,4.0,1.0,0.0,3.0,5.0,5.0
2785,1,2,4,2,4,2,2,2,2,2,5,2,3,1,2,3.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,4.0,1.0,5.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0
2786,1,5,1,4,2,4,1,5,2,5,5,2,5,1,1,2.0,4.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,5.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,4.0,4.0
2787,3,1,3,3,5,2,4,3,4,4,3,3,3,3,3,3.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,4.0
2788,1,1,5,4,3,3,3,5,2,3,1,4,3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,3.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0
2789,1,5,3,4,3,4,2,5,2,5,4,3,5,2,2,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0
2790,4,3,4,3,4,2,5,3,3,5,4,4,4,1,2,3.0,2.0,3.0,5.0,5.0,5.0,1.0,4.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,5.0,5.0,5.0,2.0,5.0,2.0,4.0,1.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0
2791,4,2,3,2,2,3,2,5,2,4,3,4,4,4,2,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0
2792,2,3,2,3,3,3,1,4,2,5,3,3,4,2,1,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,3.0,4.0,1.0,4.0,5.0,4.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,5.0,4.0
2793,2,5,3,5,3,4,3,5,1,4,4,3,4,1,5,3.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,5.0,5.0,3.0
2794,3,4,4,4,2,2,2,4,4,5,2,4,2,2,4,2.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,5.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0
2795,2,4,4,4,2,1,2,3,4,2,2,4,3,3,2,2.0,2.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,1.0,5.0,5.0,4.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0
2796,2,3,3,4,3,2,2,3,3,4,5,2,5,3,2,2.0,3.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0
2797,3,4,2,4,2,4,2,4,3,5,4,3,5,2,4,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0
2798,1,3,3,4,2,2,2,4,2,4,5,4,5,2,3,4.0,3.0,2.0,5.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,1.0,3.0,2.0,5.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0
2799,3,1,5,2,5,1,4,4,2,5,5,4,5,1,4,3.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,1.0,5.0,5.0,5.0,1.0,3.0,3.0,4.0,2.0,1.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,2.0
2800,4,1,4,2,5,2,4,3,4,1,1,4,2,4,4,1.0,2.0,4.0,3.0,1.0,4.0,5.0,5.0,2.0,3.0,2.0,3.0,5.0,1.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,3.0,4.0
2801,5,1,5,1,5,1,5,1,5,1,1,5,1,5,1,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0
2802,3,1,4,5,2,1,2,1,5,4,2,4,2,2,1,1.0,3.0,2.0,1.0,2.0,1.0,5.0,3.0,4.0,1.0,5.0,1.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,1.0,4.0,5.0,3.0,1.0,5.0,5.0,3.0,5.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0
2803,3,4,4,4,2,2,1,4,4,4,4,4,4,4,2,2.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0
2804,2,2,4,3,3,4,4,0,4,4,2,2,4,3,4,4.0,4.0,4.0,4.0,3.0,2.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0
2805,4,1,5,1,5,3,5,3,5,1,1,5,5,2,2,2.0,5.0,5.0,3.0,1.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,4.0,2.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,4.0,5.0
2806,1,2,4,3,3,2,3,4,3,4,3,4,2,3,2,2.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,1.0,4.0,5.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0
2807,2,3,3,4,2,3,3,4,1,4,3,4,3,2,1,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0
2808,2,3,5,4,4,2,2,5,4,3,2,4,3,5,1,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,5.0,1.0,3.0,1.0,4.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,5.0,4.0,5.0,1.0,4.0,1.0,4.0,2.0,5.0,3.0,5.0,4.0
2809,1,4,3,4,2,4,1,5,2,5,4,2,5,4,4,4.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,5.0,2.0
2810,4,1,5,1,5,1,5,2,4,1,3,2,4,3,2,3.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,5.0,2.0,4.0,1.0,5.0,5.0,4.0,4.0
2811,1,1,3,3,3,5,3,4,4,1,1,3,4,2,5,5.0,5.0,4.0,3.0,3.0,1.0,4.0,1.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0
2812,3,3,3,3,4,3,3,2,4,4,3,4,2,1,2,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,5.0,5.0
2813,1,4,3,4,2,2,1,4,3,4,4,4,4,1,3,2.0,4.0,3.0,3.0,4.0,2.0,5.0,1.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0,5.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0
2814,1,5,4,5,2,5,1,5,5,5,1,5,5,5,2,2.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,1.0,5.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0
2815,2,5,2,4,2,5,1,4,2,5,2,5,4,3,1,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,1.0,2.0,1.0,2.0,4.0,5.0,4.0,5.0,2.0
2816,1,4,2,5,2,4,1,3,4,5,2,4,4,3,2,5.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,5.0,4.0
2817,5,4,5,3,1,4,2,5,1,3,1,3,3,3,2,4.0,3.0,3.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,1.0,5.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,3.0
2818,3,2,1,2,1,1,1,4,4,5,5,1,5,1,2,4.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,4.0,5.0
2819,1,3,3,3,2,4,1,4,2,4,4,3,4,4,5,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0
2820,3,3,2,3,3,3,3,1,3,4,3,3,5,1,3,3.0,3.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,5.0,5.0
2821,2,4,3,4,2,3,2,4,2,4,3,4,4,3,3,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,4.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,1.0,4.0,5.0,5.0,5.0
2822,4,3,4,2,5,2,5,2,5,2,5,1,5,1,4,2.0,5.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,2.0,4.0,1.0,4.0,2.0,5.0,1.0,5.0,5.0,3.0,1.0,4.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0
2823,2,5,3,5,3,1,4,3,2,4,2,4,2,1,4,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0,1.0,3.0,1.0,3.0,1.0,5.0,3.0
2824,3,3,3,3,3,3,3,2,4,3,3,2,4,1,4,5.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,5.0,3.0,5.0,1.0,5.0,1.0,3.0,1.0,3.0,4.0,3.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0
2825,2,5,4,3,2,4,1,5,1,5,3,4,3,3,2,2.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,3.0,1.0,5.0,3.0,4.0,1.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,4.0
2826,3,2,2,2,3,2,1,4,2,3,4,2,4,2,4,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0
2827,2,4,3,3,3,4,2,4,2,4,4,4,4,5,1,4.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0
2828,2,4,2,4,3,5,1,5,5,5,4,4,5,3,1,2.0,3.0,1.0,2.0,4.0,3.0,1.0,5.0,3.0,5.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0,4.0,5.0,4.0,4.0,5.0,1.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,3.0
2829,1,2,1,3,1,3,1,5,2,4,3,2,5,2,3,4.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,0.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,4.0,1.0,5.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0
2830,2,3,3,4,3,4,2,4,2,3,4,3,4,1,4,5.0,4.0,4.0,5.0,4.0,1.0,4.0,2.0,5.0,1.0,5.0,2.0,5.0,4.0,3.0,2.0,5.0,0.0,5.0,1.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0
2831,0,3,3,4,4,2,2,4,2,3,4,2,4,3,5,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,5.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0
2832,1,4,3,4,2,5,2,5,2,5,4,4,4,5,2,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,5.0,2.0
2833,1,3,1,1,3,3,1,3,3,5,5,3,5,3,5,5.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0
2834,2,3,4,3,2,2,2,2,2,1,2,3,2,1,2,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,1.0,4.0,3.0,2.0,5.0
2835,3,3,4,3,3,3,2,3,0,2,5,5,4,2,3,3.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,1.0,4.0,2.0,3.0,5.0
2836,1,3,3,3,4,2,2,4,4,4,2,4,3,4,3,3.0,1.0,2.0,4.0,2.0,1.0,5.0,3.0,4.0,2.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0
2837,3,4,3,3,4,3,4,4,4,5,4,5,5,2,1,4.0,4.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,5.0,1.0
2838,4,5,1,3,4,3,1,1,5,5,5,1,5,1,5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0
2839,1,4,2,5,4,2,1,5,2,5,2,5,2,5,2,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,3.0
2840,4,1,5,2,5,1,5,2,4,2,2,3,3,4,3,4.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0
2841,2,5,2,3,4,5,1,5,3,3,5,1,5,1,5,4.0,5.0,4.0,5.0,5.0,1.0,4.0,1.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,5.0,2.0,3.0,1.0,5.0,4.0,5.0,5.0
2842,3,3,3,3,4,3,3,5,2,3,2,4,4,3,4,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,5.0,1.0,3.0,1.0,5.0,3.0,3.0,4.0
2843,1,4,4,2,4,2,2,4,4,4,2,4,4,4,4,1.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,5.0,1.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,1.0,5.0,1.0,4.0,1.0,4.0,5.0,5.0,5.0
2844,1,5,1,5,1,5,1,5,1,5,1,5,3,5,5,3.0,5.0,5.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,4.0,1.0,5.0
