Date,No.,N / S,C / Rn,C / Rs,C / R,Wolf,                                                       Notes
11 Jun 1860,737,N,11,,,,No sequence. Shown on rotation chart.
11 Jun 1860,738,S,,13,76,33,
14 Jun 1860,736,S,,13,,,
14 Jun 1860,733,N,11,,,,
14 Jun 1860,735,N,17,,,,
14 Jun 1860,738,S,,15,,,
14 Jun 1860,740,S,,11,,,No sequence. Shown on rotation chart.
14 Jun 1860,739,S,,15,,,
14 Jun 1860,742,S,,12,,,
14 Jun 1860,743,N,11,,105,86,"No sequence., but measured on two days. Rotation chart shows 4 spots."
18 Jun 1860,739,S,,14,,,
18 Jun 1860,741,S,,16,,,
18 Jun 1860,742,S,,13,,,
18 Jun 1860,743,N,12,,,,Two measures today (cf. 14 June).
18 Jun 1860,746,S,,11,,,"C: ""Should manifestly be entered as two groups"",  but here treated as one group."
18 Jun 1860,745,N,18,,84,58,"C: ""properly two groups, if not three"", but here treated as one group."
22 Jun 1860,741,S,,11,,,
22 Jun 1860,742,S,,16,,,
22 Jun 1860,744,S,,14,,,
22 Jun 1860,746,S,,22,,,See 18 Jun.
22 Jun 1860,745,N,19,,,,See 18 Jun.
22 Jun 1860,749,S,,15,,,
22 Jun 1860,747,N,11,,,,
22 Jun 1860,748,N,11,,119,133,
25 Jun 1860,746,S,,33,,,See 18 Jun.
25 Jun 1860,745,N,25,,,,See 18 Jun.
25 Jun 1860,749,S,,12,,,
25 Jun 1860,747,N,11,,,,
25 Jun 1860,748,N,13,,,,
25 Jun 1860,750,S,,17,,,
25 Jun 1860,753,S,,12,,,"Only one spot shown on sequence, but 2 measures today."
25 Jun 1860,751,N,21,,,,
25 Jun 1860,752,N,13,,157,171,
26 Jun 1860,746,S,,27,,,See 18 Jun.
26 Jun 1860,745,N,20,,,,See 18 Jun.
26 Jun 1860,749,S,,11,,,
26 Jun 1860,747,N,11,,,,
26 Jun 1860,748,N,12,,,,
26 Jun 1860,750,S,,17,,,
26 Jun 1860,753,S,,19,,,
26 Jun 1860,751,N,19,,,,
26 Jun 1860,752,N,19,,155,164,
,,,,,,,"Rn = 53.4, Rs = 54.0, R = 107.4."
1 Jul 1860,749,S,,15,,,
1 Jul 1860,748,N,11,,,,
1 Jul 1860,750,S,,23,,,
1 Jul 1860,751,N,18,,,,
1 Jul 1860,752,N,29,,,,
1 Jul 1860,753,S,,22,,,
1 Jul 1860,754,N,25,,,,
1 Jul 1860,755,N,17,,,,"C's note: ""Two groups"". Only one group today, but see later entries for 755."
1 Jul 1860,758,S,,11,,,
1 Jul 1860,757,N,11,,182,184,
3 July 1860,750,S,,13,,,
3 July 1860,753,S,,15,,,
3 July 1860,751,N,19,,,,
3 July 1860,752,N,18,,,,
3 July 1860,754,N,29,,,,
3 July 1860,755,N,32,,,,"C's note: ""Two groups"". So counted today."
3 July 1860,758,S,,13,,,
3 July 1860,757,N,11,,150,165,
4 Jul 1860,750,S,,11,,,
4 Jul 1860,753,S,,16,,,
4 Jul 1860,751,N,16,,,,
4 Jul 1860,752,N,18,,,,
4 Jul 1860,754,N,33,,,,
4 Jul 1860,755,N,30,,,,See note for 3 July.
4 Jul 1860,758,S,,14,,,
4 Jul 1860,757,N,12,,,,
4 Jul 1860,760,S,,11,161,147,
6 Jul 1860,753,S,,13,,,
6 Jul 1860,756,S,,15,,,No sequence. Rotation chart shows 5 spots.
6 Jul 1860,752,N,11,,,,No sequence. V. close to limb. Only one measure today.
6 Jul 1860,755,N,26,,,,See note for 3 July.
6 Jul 1860,754,N,28,,,,
6 Jul 1860,758,S,,14,,,
6 Jul 1860,757,N,17,,,,
6 Jul 1860,760,S,,19,,,
6 Jul 1860,761,N,11,,154,114,
8 Jul 1860,758,S,,14,,,
8 Jul 1860,755,N,11,,,,
8 Jul 1860,754,N,19,,,,
8 Jul 1860,757,N,19,,,,
8 Jul 1860,760,S,,14,,,
8 Jul 1860,761,N,18,,95,92,
9 Jul 1860,758,S,,13,,,
9 Jul 1860,755,N,11,,,,
9 Jul 1860,754,N,20,,,,
9 Jul 1860,757,N,21,,,,
9 Jul 1860,760,S,,14,,,
9 Jul 1860,761,N,17,,,,
9 Jul 1860,762,N,11,,107,99,
11 Jul 1860,758,S,,11,,,
11 Jul 1860,760,S,,13,,,
11 Jul 1860,757,N,14,,,,
11 Jul 1860,759,N,11,,,,
11 Jul 1860,761,N,16,,,,
11 Jul 1860,763,S,,11,,,
11 Jul 1860,762,N,11,,87,52,
12 Jul 1860,760,S,,13,,,
12 Jul 1860,761,N,15,,,,
12 Jul 1860,762,N,16,,44,55,
13 Jul 1860,760,S,,11,,,
13 Jul 1860,761,N,11,,,,
13 Jul 1860,764,S,,15,,,
13 Jul 1860,762,N,15,,52,53,
17 Jul 1860,764,S,,16,,,
17 Jul 1860,762,N,19,,,,
17 Jul 1860,767,S,,12,,,
17 Jul 1860,769,S,,11,,,
17 Jul 1860,770,N,12,,70,68,
18 Jul 1860,762,N,20,,,,C lists two separate sets of measures of all groups today.
18 Jul 1860,764,S,,16,,,
18 Jul 1860,767,S,,14,,,
18 Jul 1860,769,S,,11,,,
18 Jul 1860,768,N,12,,,,
18 Jul 1860,770,N,12,,,,
18 Jul 1860,773,S,,15,100,62,
19 Jul 1860,762,N,15,,,,
19 Jul 1860,764,S,,17,,,
19 Jul 1860,765,S,,13,,,
19 Jul 1860,767,S,,17,,,
19 Jul 1860,769,S,,12,,,
19 Jul 1860,773,S,,20,,,
19 Jul 1860,770,N,12,,106,104,
20 Jul 1860,762,N,13,,,,
20 Jul 1860,765,S,,14,,,
20 Jul 1860,769,S,,12,,,
20 Jul 1860,770,N,12,,,,
20 Jul 1860,773,S,,24,,,
20 Jul 1860,775,N,11,,,,
20 Jul 1860,776,N,11,,97,103,Not on sequence of drawings for 776. Close to limb. Single measure.
22 Jul 1860,762,N,11,,,,On limb. Single measure.
22 Jul 1860,766,S,,11,,,More than one observation but no sequence. Single spot on rotation chart.
22 Jul 1860,767,S,,12,,,
22 Jul 1860,769,S,,12,,,
22 Jul 1860,771,S,,13,,,Exceptionally high latitude.
22 Jul 1860,772,S,,12,,,
22 Jul 1860,768,N,16,,,,
22 Jul 1860,770,N,12,,,,
22 Jul 1860,773,S,,24,,,
22 Jul 1860,777,S,,11,,,
22 Jul 1860,775,N,11,,,,
22 Jul 1860,776,N,11,,156,144,
24 Jul 1860,766,S,,11,,,See note for 22 July.
24 Jul 1860,771,S,,12,,,
24 Jul 1860,769,S,,13,,,
24 Jul 1860,772,S,,11,,,
24 Jul 1860,773,S,,23,,,
24 Jul 1860,768,N,12,,,,
24 Jul 1860,770,N,12,,,,
24 Jul 1860,777,S,,13,,,
24 Jul 1860,775,N,11,,,,
24 Jul 1860,776,N,13,,,,
24 Jul 1860,778,N,11,,,,
24 Jul 1860,779,N,11,,153,160,Not on sequence of drawings for 779. Very close to limb. Single measure.
25 Jul 1860,766,S,,11,,,See note for 22 July.
25 Jul 1860,769,S,,12,,,
25 Jul 1860,771,S,,11,,,
25 Jul 1860,773,S,,22,,,
25 Jul 1860,768,N,12,,,,
25 Jul 1860,770,N,12,,,,
25 Jul 1860,777,S,,14,,,
25 Jul 1860,775,N,11,,,,
25 Jul 1860,776,N,17,,,,
25 Jul 1860,778,N,13,,,,
25 Jul 1860,779,N,14,,149,144,
30 Jul 1860,774,N,11,,,,Single spot on chart for Rotation 30. Very close to limb.
30 Jul 1860,773,S,,11,,,Not on sequence for 773. Very close to limb. Single measure.
30 Jul 1860,777,S,,12,,,
30 Jul 1860,780,S,,17,,,"Observed once. Single measure, but rotation chart shows 7 components."
30 Jul 1860,775,N,11,,,,
30 Jul 1860,776,N,22,,,,
30 Jul 1860,778,N,21,,,,
30 Jul 1860,779,N,26,,,,
30 Jul 1860,781,N,40,,,,C's drawing diff. to interpret. Shows many dots which W may not have counted.
30 Jul 1860,782,S,,11,182,82,Observed twice. No sequence. Rotation chart shows 3 spots. Single measure today.
,,,,,,,"Rn = 68.7, Rs = 51.6, R = 120.3."
1 Aug 1860,777,S,,12,,,
1 Aug 1860,775,N,11,,,,
1 Aug 1860,776,N,20,,,,
1 Aug 1860,778,N,14,,,,
1 Aug 1860,779,N,17,,,,
1 Aug 1860,781,N,37,,,,
1 Aug 1860,785,S,,11,122,132,Not on sequence. Very close to limb. Single measure.
4 Aug 1860,779,N,13,,,,
4 Aug 1860,781,N,27,,,,See note for 30 July.
4 Aug 1860,783/5,S,,52,,,"783,785 and 786 treated as three separate groups."
4 Aug 1860,786,S,,13,,,
4 Aug 1860,784,S,,11,116,88,Observed twice. No sequence. Rotation chart shows 2 spots. Single measure today.
5 Aug 1860,779,N,15,,,,
5 Aug 1860,781,N,24,,,,
5 Aug 1860,783/5,S,,42,,,
5 Aug 1860,786,S,,16,97,109,
7 Aug 1860,782,S,,11,,,See note for 30 July.
7 Aug 1860,781,N,16,,,,
7 Aug 1860,783/5,S,,48,,,
7 Aug 1860,786,S,,15,,,
7 Aug 1860,787,N,12,,,,
7 Aug 1860,788,N,11,,,,
7 Aug 1860,789,N,11,,,,
7 Aug 1860,790,S,,11,135,121,"C's note: ""Disappeared before it had half crossed the disk""."
9 Aug 1860,783/5,S,,44,,,
9 Aug 1860,786,S,,20,,,
9 Aug 1860,784,S,,11,,,See note for 4 August.
9 Aug 1860,790,S,,11,,,
9 Aug 1860,787,N,14,,,,
9 Aug 1860,788,N,14,,,,
9 Aug 1860,789,N,12,,,,
9 Aug 1860,792,N,14,,140,148,
10 Aug 1860,783/5,S,,48,,,
10 Aug 1860,786,S,,21,,,
10 Aug 1860,790,S,,11,,,
10 Aug 1860,787,N,11,,,,
10 Aug 1860,788,N,17,,,,
10 Aug 1860,789,N,14,,,,
10 Aug 1860,792,N,20,,142,121,
11 Aug 1860,783/5,S,,41,,,
11 Aug 1860,786,S,,22,,,
11 Aug 1860,790,S,,12,,,See note for 7 Aug.
11 Aug 1860,787,N,11,,,,
11 Aug 1860,788,N,14,,,,
11 Aug 1860,789,N,14,,,,
11 Aug 1860,792,N,28,,,,
11 Aug 1860,793,S,,12,154,154,
14 Aug 1860,785/6,S,,23,,,"C has single measure for 786, but sequence also shows 2 spots from 785."
14 Aug 1860,787,N,11,,,,
14 Aug 1860,788,N,11,,,,
14 Aug 1860,789,N,12,,,,
14 Aug 1860,792,N,23,,,,
14 Aug 1860,791,S,,12,,,"Observed once. Single measure, but rotation chart shows 2 components."
14 Aug 1860,793,S,,14,106,127,
17 Aug 1860,793,S,,11,,,
17 Aug 1860,789,N,11,,,,
17 Aug 1860,792,N,18,,,,
17 Aug 1860,794,S,,11,,,
17 Aug 1860,796,S,,12,,,
17 Aug 1860,795,N,13,,,,"Observed once. Single measure, but rotation chart shows 3 components."
17 Aug 1860,797,N,12,,,,
17 Aug 1860,799,N,11,,99,116,
20 Aug 1860,792,N,12,,,,
20 Aug 1860,796,S,,14,,,
20 Aug 1860,798,S,,14,,,
20 Aug 1860,799,N,13,,,,
20 Aug 1860,797,N,11,,64,88,
21 Aug 1860,796,S,,12,,,
21 Aug 1860,798,S,,15,,,
21 Aug 1860,797,N,11,,,,
21 Aug 1860,799,N,18,,,,
21 Aug 1860,803,N,11,,67,58,803 not on sequence. Very close to limb. Single measure.
26 Aug 1860,800,S,,17,,,
26 Aug 1860,798,S,,11,,,
26 Aug 1860,801,S,,13,,,
26 Aug 1860,799,N,19,,,,
26 Aug 1860,797,N,11,,,,
26 Aug 1860,802,N,16,,,,
26 Aug 1860,803,N,19,,,,
26 Aug 1860,804,N,13,,119,85,804 observed once. Single measure but rotation chart shows 3 spots.
27 Aug 1860,800,S,,17,,,
27 Aug 1860,801,S,,11,,,
27 Aug 1860,799,N,16,,,,
27 Aug 1860,797,N,11,,,,
27 Aug 1860,802,N,13,,,,
27 Aug 1860,803,N,15,,,,
27 Aug 1860,807,S,,11,94,78,
28 Aug 1860,800,S,,13,,,
28 Aug 1860,799,N,14,,,,
28 Aug 1860,802,N,16,,,,
28 Aug 1860,803,N,17,,,,
28 Aug 1860,808,N,11,,,,
28 Aug 1860,807,S,,11,82,88,
29 Aug 1860,802,N,16,,,,
29 Aug 1860,803,N,19,,,,
29 Aug 1860,807,S,,11,,,
29 Aug 1860,809,S,,14,,,
29 Aug 1860,808,N,11,,,,
29 Aug 1860,810,S,,11,82,70,Not on sequence for 810. On limb. Single measure.
30 Aug 1860,803,N,19,,,,
30 Aug 1860,807,S,,11,,,
30 Aug 1860,809,S,,17,,,
30 Aug 1860,805,N,13,,,,"Observed once. Single measure, but rotation chart shows 3 spots."
30 Aug 1860,808,N,11,,,,
30 Aug 1860,810,N,11,,82,69,
31 Aug 1860,803,N,18,,,,
31 Aug 1860,807,S,,12,,,
31 Aug 1860,809,S,,20,,,
31 Aug 1860,813,S,,11,,,
31 Aug 1860,808,N,11,,,,
31 Aug 1860,810,N,11,,,,
31 Aug 1860,812,S,,11,94,94,
,,,,,,,"Rn = 55.3, Rs = 50.3, R = 105.6."
1 Sep 1860,803,N,18,,,,
1 Sep 1860,807,S,,14,,,
1 Sep 1860,809,S,,12,,,
1 Sep 1860,813,S,,11,,,
1 Sep 1860,808,N,11,,,,
1 Sep 1860,810,N,16,,,,
1 Sep 1860,812,S,,11,93,97,
2 Sep 1860,803,N,12,,,,
2 Sep 1860,807,S,,13,,,
2 Sep 1860,809,S,,20,,,
2 Sep 1860,813,S,,11,,,
2 Sep 1860,811,S,,14,,,
2 Sep 1860,812,S,,11,,,
2 Sep 1860,808,N,11,,,,
2 Sep 1860,810,N,17,,109,91,
3 Sep 1860,803,N,11,,,,
3 Sep 1860,807,S,,11,,,
3 Sep 1860,809,S,,26,,,
3 Sep 1860,813,S,,11,,,
3 Sep 1860,811,S,,14,,,
3 Sep 1860,814,N,11,,,,
3 Sep 1860,808,N,12,,,,
3 Sep 1860,810,N,26,,122,97,
4 Sep 1860,807,S,,11,,,
4 Sep 1860,809,S,,20,,,
4 Sep 1860,813,S,,13,,,
4 Sep 1860,811,S,,14,,,
4 Sep 1860,810,N,19,,,,
4 Sep 1860,814,N,11,,88,105,
5 Sep 1860,807,S,,11,,,
5 Sep 1860,806,S,,11,,,Observed twice. No sequence. Rotation chart shows 5 spots. Single measure today.
5 Sep 1860,809,S,,20,,,
5 Sep 1860,813,S,,12,,,
5 Sep 1860,811,S,,11,,,
5 Sep 1860,808,N,13,,,,
5 Sep 1860,810,N,16,,,,
5 Sep 1860,814,N,11,,,,
5 Sep 1860,815,N,11,,116,100,
7 Sep 1860,807,S,,11,,,
7 Sep 1860,809,S,,16,,,
7 Sep 1860,813,S,,25,,,
7 Sep 1860,811,S,,11,,,
7 Sep 1860,806,S,,11,,,See note for 5 Sep.
7 Sep 1860,810,N,14,,,,
7 Sep 1860,814,N,11,,,,
7 Sep 1860,815,N,11,,,,
7 Sep 1860,816,N,11,,121,102,
11 Sep 1860,813,S,,15,,,
11 Sep 1860,814,N,11,,,,
11 Sep 1860,815,N,11,,,,
11 Sep 1860,816,N,16,,,,
11 Sep 1860,818,N,11,,64,61,
12 Sep 1860,814,N,11,,,,
12 Sep 1860,815,N,11,,,,
12 Sep 1860,816,N,14,,,,
12 Sep 1860,817,N,14,,,,
12 Sep 1860,818,N,13,,63,51,
13 Sep 1860,814,N,11,,,,
13 Sep 1860,815,N,11,,,,
13 Sep 1860,816,N,15,,,,
13 Sep 1860,817,N,14,,,,
13 Sep 1860,818,N,13,,64,64,
14 Sep 1860,814,N,11,,,,
14 Sep 1860,815,N,11,,,,
14 Sep 1860,816,N,22,,,,
14 Sep 1860,817,N,12,,,,
14 Sep 1860,818,N,13,,,,
14 Sep 1860,822,N,14,,,,
14 Sep 1860,823,S,,11,94,73,
15 Sep 1860,814,N,11,,,,
15 Sep 1860,815,N,12,,,,
15 Sep 1860,816,N,18,,,,
15 Sep 1860,818,N,11,,,,
15 Sep 1860,822,N,18,,,,
15 Sep 1860,821,N,15,,,,
15 Sep 1860,820,S,,15,,,
15 Sep 1860,823,S,,14,114,55,
21 Sep 1860,819,S,,11,,,
21 Sep 1860,824,S,,11,,,
21 Sep 1860,822,N,12,,,,
21 Sep 1860,821,N,12,,,,
21 Sep 1860,825,N,11,,,,
21 Sep 1860,827,S,,14,,,
21 Sep 1860,829,S,,13,,,
21 Sep 1860,830,S,,12,,,
21 Sep 1860,828,N,14,,110,136,
24 Sep 1860,825,N,11,,,,
24 Sep 1860,826,N,12,,,,
24 Sep 1860,827,S,,12,,,
24 Sep 1860,830,S,,11,,,
24 Sep 1860,829,S,,11,,,
24 Sep 1860,828,N,18,,75,91,
30 Sep 1860,830,S,,11,,,
30 Sep 1860,828,N,13,,,,
30 Sep 1860,832,S,,15,,,
30 Sep 1860,834,S,,12,,,
30 Sep 1860,835,S,,16,,,
30 Sep 1860,836,S,,11,,,
30 Sep 1860,837,S,,11,,,
30 Sep 1860,833,N,12,,101,72,
,,,,,,,"Rn = 52.3, Rs = 43.0, R = 95.3."
2 Oct 1860,831,S,,15,,,
2 Oct 1860,832,S,,17,,,
2 Oct 1860,834,S,,11,,,
2 Oct 1860,835,S,,17,,,
2 Oct 1860,836,S,,14,,,
2 Oct 1860,837,S,,11,,,
2 Oct 1860,839,N,11,,96,66,Very close to limb. Not shown on sequence. Single measure.
3 Oct 1860,831,S,,12,,,
3 Oct 1860,832,S,,16,,,
3 Oct 1860,834,S,,11,,,
3 Oct 1860,835,S,,18,,,
3 Oct 1860,836,S,,16,,,
3 Oct 1860,839,N,11,,,,
3 Oct 1860,840,N,11,,95,106,Not on sequence. Very close to limb. Single measure.
4 Oct 1860,831,S,,12,,,
4 Oct 1860,832,S,,12,,,
4 Oct 1860,834,S,,11,,,
4 Oct 1860,835,S,,16,,,
4 Oct 1860,836,S,,15,,,
4 Oct 1860,838,N,15,,,,
4 Oct 1860,839,N,25,,,,"C's note: ""Two groups"". Sequence shows 2 groups. So counted today."
4 Oct 1860,840,N,11,,117,135,
6 Oct 1860,832,S,,12,,,Very close to limb.
6 Oct 1860,834,S,,11,,,
6 Oct 1860,835,S,,12,,,
6 Oct 1860,836,S,,12,,,
6 Oct 1860,838,N,18,,,,
6 Oct 1860,839,N,30,,,,See note for 4 Oct.
6 Oct 1860,840,N,13,,,,
6 Oct 1860,842,N,20,,128,142,
8 Oct 1860,835,S,,11,,,
8 Oct 1860,836,S,,12,,,
8 Oct 1860,838,N,17,,,,
8 Oct 1860,839,N,23,,,,See note for 4 Oct.
8 Oct 1860,840,N,11,,,,
8 Oct 1860,842,N,26,,100,90,
9 Oct 1860,836,S,,12,,,
9 Oct 1860,839,N,23,,,,See note for 4 Oct.
9 Oct 1860,840,N,11,,,,
9 Oct 1860,842,N,29,,,,
9 Oct 1860,843,N,12,,87,70,
12 Oct 1860,841,S,,18,,,
12 Oct 1860,839,N,15,,,,Single group today.
12 Oct 1860,840,N,11,,,,
12 Oct 1860,842,N,20,,,,
12 Oct 1860,843,N,11,,,,
12 Oct 1860,844,S,,25,100,85,"C's note: ""I regard this as three different groups"". Today's drawing shows 2 groups."
14 Oct 1860,841,S,,21,,,
14 Oct 1860,839,N,11,,,,See note for 12 Oct.
14 Oct 1860,842,N,11,,,,
14 Oct 1860,840,N,16,,,,
14 Oct 1860,843,N,20,,,,
14 Oct 1860,844,S,,56,135,114,Now three groups (see note for 12 Oct). Sequence drawing difficult to interpret.
16 Oct 1860,841,S,,11,,,Not on sequence. Close to limb. Single measure.
16 Oct 1860,842,N,11,,,,
16 Oct 1860,840,N,11,,,,
16 Oct 1860,844,S,,54,,,See note for 14 Oct.
16 Oct 1860,843,N,14,,,,
16 Oct 1860,848,S,,11,112,91,Not on sequence. On limb. Single measure.
17 Oct 1860,844,S,,57,,,See note for 14 Oct.
17 Oct 1860,843,N,11,,,,
17 Oct 1860,847,N,11,,,,
17 Oct 1860,848,S,,12,91,94,
19 Oct 1860,844,S,,51,,,See note for 14 Oct.
19 Oct 1860,843,N,11,,,,
19 Oct 1860,846,S,,13,,,
19 Oct 1860,845,S,,12,,,
19 Oct 1860,848,S,,22,,,
19 Oct 1860,847,N,11,,120,93,
20 Oct 1860,844,S,,44,,,See note for 14 Oct.
20 Oct 1860,845,S,,12,,,
20 Oct 1860,846,S,,16,,,
20 Oct 1860,848,S,,19,91,101,
22 Oct 1860,844,S,,40,,,See note for 14 Oct.
22 Oct 1860,845,S,,12,,,
22 Oct 1860,848,S,,15,,,
22 Oct 1860,851,S,,11,78,73,"C: ""Two groups"". Sequence shows one group today."
24 Oct 1860,844,S,,11,,,Not on sequence. Close to limb. Single measure.
24 Oct 1860,848,S,,21,,,
24 Oct 1860,849,S,,11,,,
24 Oct 1860,850,S,,11,,,Not on sequence. Single measure.
24 Oct 1860,851,S,,11,,,See note for 22 Oct.
24 Oct 1860,853,S,,11,,,
24 Oct 1860,854,S,,11,87,75,Not on sequence. Very close to limb. Single measure.
28 Oct 1860,848,S,,13,,,
28 Oct 1860,851,S,,24,,,Sequence shows 2 groups today. See note for 22 Oct.
28 Oct 1860,853,S,,13,,,
28 Oct 1860,854,S,,12,,,Very low latitude.
28 Oct 1860,852,N,21,,83,72,
29 Oct 1860,850,S,,16,,,
29 Oct 1860,851,S,,23,,,See note for 28 Oct.
29 Oct 1860,852,N,25,,,,
29 Oct 1860,854,S,,13,,,
29 Oct 1860,853,S,,13,90,84,
30 Oct 1860,850,S,,13,,,
30 Oct 1860,851,S,,12,,,Sequence shows 1 group today. See earlier notes for this group.
30 Oct 1860,852,N,24,,,,
30 Oct 1860,854,S,,22,,,
30 Oct 1860,853,S,,16,,,
30 Oct 1860,858,N,11,,98,76,
,,,,,,,"Rn = 34.9, Rs = 65.6, R = 100.5."
1 Nov 1860,850,S,,11,,,
1 Nov 1860,853,S,,14,,,
1 Nov 1860,854,S,,25,,,
1 Nov 1860,852,N,15,,,,
1 Nov 1860,856,N,12,,,,
1 Nov 1860,858,N,18,,,,
1 Nov 1860,859,S,,17,112,97,
2 Nov 1860,853,S,,13,,,
2 Nov 1860,854,S,,22,,,
2 Nov 1860,852,N,20,,,,
2 Nov 1860,858,N,20,,,,
2 Nov 1860,859,S,,20,95,97,
3 Nov 1860,853,S,,14,,,
3 Nov 1860,854,S,,26,,,
3 Nov 1860,852,N,14,,,,
3 Nov 1860,857,N,12,,,,
3 Nov 1860,858,N,20,,,,
3 Nov 1860,859,S,,28,114,121,
4 Nov 1860,853,S,,12,,,
4 Nov 1860,855,S,,14,,,
4 Nov 1860,854,S,,13,,,
4 Nov 1860,859,S,,24,,,
4 Nov 1860,858,N,20,,,,
4 Nov 1860,864,N,11,,94,76,Not on sequence. Very close to limb. Single measure.
5 Nov 1860,853,S,,12,,,
5 Nov 1860,855,S,,12,,,
5 Nov 1860,854,S,,13,,,
5 Nov 1860,857,N,14,,,,
5 Nov 1860,859,S,,20,,,
5 Nov 1860,858,N,20,,,,
5 Nov 1860,860,N,26,,,,"C: ""May be two groups, but I treat it as one"". Counted here as two groups."
5 Nov 1860,863,S,,14,,,
5 Nov 1860,864,N,12,,143,157,"C: ""Probably two groups"". Counted here as one."
9 Nov 1860,859,S,,15,,,
9 Nov 1860,861,S,,12,,,
9 Nov 1860,858,N,21,,,,
9 Nov 1860,860,N,23,,,,See note for 5 Nov.
9 Nov 1860,862,S,,22,,,
9 Nov 1860,863,S,,15,,,
9 Nov 1860,864,N,13,,,,See note for 5 Nov.
9 Nov 1860,865,S,,25,146,107,"Two groups, as C's note seems to confirm."
11 Nov 1860,858,N,16,,,,
11 Nov 1860,859,S,,12,,,
11 Nov 1860,862,S,,22,,,
11 Nov 1860,864,N,11,,,,
11 Nov 1860,865,S,,31,,,See note for 9 Nov.
11 Nov 1860,866,S,,11,,,
11 Nov 1860,867,S,,11,114,119,
15 Nov 1860,864,N,25,,,,
15 Nov 1860,865,S,,29,,,See note for 9 Nov.
15 Nov 1860,866,S,,11,,,
15 Nov 1860,867,S,,12,,,
15 Nov 1860,868,N,11,,,,
15 Nov 1860,869,N,11,,99,97,
16 Nov 1860,864,N,19,,,,
16 Nov 1860,865,S,,30,,,See note for 9 Nov.
16 Nov 1860,866,S,,13,,,
16 Nov 1860,867,S,,12,,,
16 Nov 1860,868,N,15,,,,
16 Nov 1860,869,N,11,,100,96,
18 Nov 1860,865,S,,26,,,
18 Nov 1860,866,S,,13,,,
18 Nov 1860,867,S,,13,,,
18 Nov 1860,868,N,28,,,,
18 Nov 1860,869,N,11,,,,
18 Nov 1860,871,S,,11,102,58,
19 Nov 1860,865,S,,28,,,See note for 9 Nov.
19 Nov 1860,867,S,,11,,,
19 Nov 1860,868,N,26,,,,
19 Nov 1860,869,N,17,,,,
19 Nov 1860,871,S,,11,93,93,
22 Nov 1860,867,S,,11,,,
22 Nov 1860,868,N,18,,,,
22 Nov 1860,869,N,17,,,,
22 Nov 1860,871,S,,25,,,Two separate groups today.
22 Nov 1860,872,S,,17,,,
22 Nov 1860,873,S,,11,99,85,
27 Nov 1860,869,N,11,,,,On limb. Not on sequence. Single measure.
27 Nov 1860,870,N,11,,,,
27 Nov 1860,871,S,,21,,,Two groups today.
27 Nov 1860,874,N,13,,,,"C: ""three groups"". Only one shown today."
27 Nov 1860,875,N,19,,,,
27 Nov 1860,872,S,,11,,,
27 Nov 1860,873,S,,36,,,Sequence drawing shows 3 groups today. See also rotation chart.
27 Nov 1860,876,S,,16,,,"C: ""Two groups""."
27 Nov 1860,[876],S,,12,,,So designated by C. Clearly a separate group from 876. Extremely low latitude.
27 Nov 1860,877,N,12,,162,144,
28 Nov 1860,871,S,,11,,,Single group today.
28 Nov 1860,872,S,,11,,,
28 Nov 1860,873,S,,25,,,Two groups today. See note for 27 Nov.
28 Nov 1860,874,N,26,,,,Two groups today.
28 Nov 1860,875,N,18,,,,
28 Nov 1860,876,S,,17,,,See note for 27 Nov.
28 Nov 1860,[876],S,,11,,,See note for 27 Nov.
28 Nov 1860,877,N,11,,130,114,
,,,,,,,"Rn = 46.3, Rs = 68.2, R = 114.5."
1 Dec 1860,872,S,,11,,,
1 Dec 1860,873,S,,22,,,Two groups today.
1 Dec 1860,876,S,,31,,,Two groups today. See note for 27 Nov.
1 Dec 1860,875,N,16,,,,
1 Dec 1860,874,N,20,,,,Single group today.
1 Dec 1860,877,N,17,,,,
1 Dec 1860,878,N,11,,,,878 in N hemisphere today.
1 Dec 1860,880,N,16,,,,
1 Dec 1860,882,S,,12,156,111,Whole disc drawing shows only one spot.
2 Dec 1860,872,S,,11,,,
2 Dec 1860,873,S,,12,,,Single group today.
2 Dec 1860,876,S,,27,,,See note for 1 Dec.
2 Dec 1860,875,N,24,,,,Today's drawing difficult to interpret.
2 Dec 1860,874,N,30,,,,Today's drawing difficult to interpret.
2 Dec 1860,877,N,11,,,,
2 Dec 1860,880,N,16,,,,
2 Dec 1860,882,S,,11,,,
2 Dec 1860,883,N,11,,,,
2 Dec 1860,884,N,11,,,,
2 Dec 1860,879,N,15,,,,
2 Dec 1860,881,N,13,,192,149,"Observed once. Single measure, but rotation chart shows 3 spots."
9 Dec 1860,878,S,,12,,,878 in S hemisphere today. Extremely low latitude. Position error?
9 Dec 1860,880,N,12,,,,
9 Dec 1860,879,N,15,,,,
9 Dec 1860,883,N,13,,,,
9 Dec 1860,884,N,13,,,,
9 Dec 1860,885,N,28,,,,
9 Dec 1860,886,S,,63,,,Three groups shown today.
9 Dec 1860,889,N,14,,,,
9 Dec 1860,887,N,11,,181,130,
10 Dec 1860,879,N,12,,,,
10 Dec 1860,883,N,11,,,,
10 Dec 1860,880,N,12,,,,
10 Dec 1860,884,N,14,,,,
10 Dec 1860,885,N,14,,,,
10 Dec 1860,886,S,,36,,,Two groups today.
10 Dec 1860,887,N,14,,,,
10 Dec 1860,889,N,13,,,,
10 Dec 1860,890,N,11,,137,117,
